customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST0173,Male,0,Yes,No,32,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card,55.18,1758.73,No
CUST0174,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Credit card,43.26,1002.09,Yes
CUST0175,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No,Two year,No,Bank transfer,81.69,820.4,No
CUST0176,Female,1,No,Yes,16,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,70.9,1127.8,No
CUST0177,Male,0,No,Yes,67,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,119.16,7977.52,Yes
CUST0178,Male,0,Yes,Yes,46,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,118.32,5451.25,Yes
CUST0179,Male,1,Yes,No,24,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Two year,No,Electronic check,83.5,1994.64,No
CUST0180,Male,1,Yes,Yes,72,Yes,No phone service,No,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,64.29,4628.13,No
CUST0181,Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,No,Bank transfer,69.11,1378.47,No
CUST0182,Male,0,Yes,Yes,11,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,88.25,974.05,Yes
CUST0183,Female,0,Yes,Yes,36,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,30.16,1092.55,No
CUST0184,Male,0,No,Yes,41,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,52.84,2163.65,No
CUST0185,Male,1,No,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card,27.53,439.02,No
CUST0186,Male,0,No,No,47,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,No,Credit card,27.34,1294.62,No
CUST0187,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Two year,No,Credit card,39.58,1074.34,No
CUST0188,Male,0,No,No,40,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,68.53,2749.14,No
CUST0189,Male,0,No,No,46,Yes,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,98.48,4528.86,Yes
CUST0190,Female,0,No,No,17,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Credit card,68.55,1160.03,Yes
CUST0191,Male,0,No,No,70,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,One year,No,Mailed check,53.55,3746.74,No
CUST0192,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Credit card,28.24,343.2,No
CUST0193,Male,0,Yes,No,12,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,75.03,892.55,Yes
CUST0194,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,47.13,1409.31,Yes
CUST0195,Male,0,No,Yes,1,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,81.49,72.42,Yes
CUST0196,Female,0,No,No,15,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Mailed check,117.72,1764.45,No
CUST0197,Female,0,No,Yes,8,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Two year,No,Electronic check,31.13,255.59,No
CUST0198,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,41.21,2957.61,No
CUST0199,Male,0,Yes,Yes,37,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,No,Electronic check,67.31,2493.98,No
CUST0200,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,116.86,6202.23,No
CUST0201,Male,0,Yes,No,55,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,One year,No,Credit card,97.18,5339.64,No
CUST0202,Female,0,Yes,No,44,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,109.82,4835.95,Yes
CUST0203,Male,0,No,No,33,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,53.37,1770.71,No
CUST0204,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card,119.2,962.85,Yes
CUST0205,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,30.28,206.66,No
CUST0206,Male,1,No,No,6,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,25.3,143.81,No
CUST0207,Female,0,Yes,No,35,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,105.56,3687.57,No
CUST0208,Female,0,Yes,No,17,No,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,112.73,1920.45,No
CUST0209,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card,29.06,62.64,No
CUST0210,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Two year,No,Credit card,31.34,849.66,No
CUST0211,Male,0,Yes,Yes,69,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,23.32,1605.8,Yes
CUST0212,Male,0,No,No,43,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No internet service,One year,No,Credit card,30.45,1302.75,No
CUST0213,Male,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two year,Yes,Credit card,40.94,820.42,No
CUST0214,Male,0,No,Yes,27,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer,117.01,3158.94,No
CUST0215,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer,86.79,4604.45,Yes
CUST0216,Male,1,No,Yes,53,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,97.86,5185.41,No
CUST0217,Female,0,Yes,No,64,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card,97.61,6243.81,No
CUST0218,Male,1,No,Yes,20,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,73.51,1466.07,No
CUST0219,Female,0,Yes,No,12,Yes,No,No,No internet service,No,No,Yes,No internet service,No internet service,Two year,No,Bank transfer,99.75,1191.23,No
CUST0220,Male,0,No,No,56,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,79.58,4451.79,No
CUST0221,Male,1,No,Yes,48,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,51.45,2461.5,Yes
CUST0222,Male,0,No,No,53,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,76.11,4030.77,No
CUST0223,Female,0,No,Yes,9,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No,Two year,No,Credit card,73.35,650.88,No
CUST0224,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.35,5315.93,Yes
CUST0225,Female,0,No,No,43,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Credit card,118.17,5086.25,No
CUST0226,Female,0,No,No,46,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,61.1,2807.11,No
CUST0227,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer,96.34,5013.04,No
CUST0228,Female,0,No,No,45,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,29.98,1353.44,No
CUST0229,Male,0,Yes,No,12,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,97.68,1173.78,No
CUST0230,Male,0,No,No,36,Yes,No phone service,No,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,57.14,2066.21,No
CUST0231,Female,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,23.94,541.05,No
CUST0232,Female,0,No,Yes,1,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,56.32,61.09,Yes
CUST0233,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer,81.06,1062.96,No
CUST0234,Female,0,No,No,9,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card,31.93,294.62,Yes
CUST0235,Female,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,112.4,3814.96,Yes
CUST0236,Female,1,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,27.77,663.02,No
CUST0237,Female,0,Yes,No,2,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card,113.0,219.45,No
CUST0238,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,90.71,1453.39,Yes
CUST0239,Male,0,No,No,11,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,Two year,Yes,Mailed check,52.97,586.91,No
CUST0240,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,59.08,3127.58,Yes
CUST0241,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,94.08,2164.63,No
CUST0242,Male,0,No,Yes,28,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,80.15,2248.02,No
CUST0243,Female,0,No,No,42,No,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.16,3659.15,No
CUST0244,Male,0,No,Yes,24,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,58.92,1421.16,No
CUST0245,Male,0,No,No,59,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,68.78,4063.45,No
CUST0246,Female,1,No,Yes,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.99,7606.65,No
CUST0247,Male,0,No,Yes,27,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,41.39,1119.95,No
CUST0248,Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,Two year,No,Credit card,61.79,921.56,No
CUST0249,Male,1,Yes,Yes,46,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card,49.18,2263.43,No
CUST0250,Male,0,Yes,Yes,57,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,96.51,5510.21,No
CUST0251,Female,0,Yes,Yes,26,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,96.4,2513.98,Yes
CUST0252,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,49.24,2558.57,No
CUST0253,Female,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer,28.14,1149.57,No
CUST0254,Male,0,Yes,No,58,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,21.14,1220.81,Yes
CUST0255,Male,0,No,No,46,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,62.75,2887.15,No
CUST0256,Male,0,No,No,33,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,61.03,2006.27,Yes
CUST0257,Male,0,No,No,36,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,118.84,4279.23,No
CUST0258,Female,0,No,No,5,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Credit card,66.98,324.93,No
CUST0259,Female,1,Yes,Yes,6,Yes,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,45.64,270.32,No
CUST0260,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,No,Mailed check,109.12,2613.28,No
CUST0261,Male,0,No,Yes,32,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,69.11,2220.94,No
CUST0262,Female,0,No,No,54,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card,79.92,4320.22,Yes
CUST0263,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,29.57,1682.48,No
CUST0264,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,58.29,341.6,No
CUST0265,Male,0,No,Yes,56,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,No,Bank transfer,114.42,6407.86,No
CUST0266,Female,0,No,Yes,11,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,78.95,862.72,No
CUST0267,Female,0,No,Yes,15,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,54.45,817.48,Yes
CUST0268,Female,1,Yes,No,42,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,Two year,No,Mailed check,82.57,3474.65,No
CUST0269,Male,0,No,Yes,6,Yes,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,111.04,668.56,No
CUST0270,Male,0,No,No,50,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,47.4,2372.68,Yes
CUST0271,Female,0,Yes,No,72,No,Yes,DSL,No,No internet service,No,No internet service,No,No internet service,Two year,No,Electronic check,70.51,5077.54,No
CUST0272,Female,0,Yes,No,31,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,115.87,3600.52,Yes
CUST0273,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Electronic check,37.24,269.32,No
CUST0274,Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,91.97,6530.12,Yes
CUST0275,Male,0,No,Yes,44,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,No,Electronic check,81.45,3579.92,No
CUST0276,Female,0,No,Yes,58,No,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card,87.97,5101.45,Yes
CUST0277,Male,0,Yes,Yes,3,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,No,Mailed check,55.12,159.09,No
CUST0278,Female,0,No,No,66,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,51.39,3394.47,Yes
CUST0279,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Mailed check,88.42,2475.76,No
CUST0280,Female,0,No,Yes,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,41.55,1155.47,No
CUST0281,Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,61.97,1667.14,Yes
CUST0282,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,38.82,1668.85,Yes
CUST0283,Female,0,Yes,No,3,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Electronic check,20.83,70.24,No
CUST0284,Male,0,No,No,8,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer,117.01,937.41,Yes
CUST0285,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,63.17,256.31,Yes
CUST0286,Male,1,No,No,55,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card,116.93,6427.93,Yes
CUST0287,Male,0,No,No,49,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,Yes,Electronic check,34.03,1668.9,Yes
CUST0288,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,78.74,1101.31,No
CUST0289,Male,0,No,Yes,31,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,40.1,1246.28,No
CUST0290,Female,1,No,No,27,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,99.01,2664.28,No
CUST0291,Male,0,Yes,Yes,21,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,98.37,2065.64,No
CUST0292,Male,0,No,No,16,Yes,No,No,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,31.26,496.08,No
CUST0293,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,111.21,6446.7,Yes
CUST0294,Female,0,Yes,Yes,70,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,39.46,2771.42,No
CUST0295,Female,0,No,Yes,56,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,One year,No,Credit card,81.3,4546.45,Yes
CUST0296,Female,1,No,No,25,Yes,Yes,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,118.56,2960.22,No
CUST0297,Female,1,No,No,24,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,108.24,2597.96,Yes
CUST0298,Male,0,No,No,9,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Bank transfer,115.66,1048.2,No
CUST0299,Male,0,No,Yes,44,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,54.26,2385.77,Yes
CUST0300,Female,1,Yes,No,10,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,30.56,310.48,No
CUST0301,Male,0,No,No,52,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,38.83,2026.29,Yes
CUST0302,Male,0,No,No,71,Yes,No phone service,No,No,No internet service,No,No,No,No,Month-to-month,No,Credit card,70.05,4969.75,No
CUST0303,Male,0,Yes,No,67,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,99.32,6652.3,Yes
CUST0304,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,35.02,942.67,Yes
CUST0305,Female,0,No,Yes,64,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,85.97,5508.74,Yes
CUST0306,Male,0,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,52.36,2504.17,Yes
CUST0307,Female,1,No,No,46,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,54.12,2485.69,Yes
CUST0308,Female,1,Yes,No,51,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,86.19,4399.28,Yes
CUST0309,Female,0,Yes,No,53,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,Yes,Two year,No,Electronic check,66.7,3536.41,No
CUST0310,Female,0,No,Yes,59,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,101.2,5969.53,Yes
CUST0311,Female,1,Yes,Yes,56,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Credit card,35.59,1993.84,Yes
CUST0312,Male,0,Yes,Yes,46,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Two year,Yes,Electronic check,98.99,4547.49,No
CUST0313,Female,0,Yes,No,30,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Credit card,26.42,791.21,No
CUST0314,Male,1,Yes,No,45,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card,39.41,1773.48,No
CUST0315,Male,1,Yes,Yes,25,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,85.61,2148.27,Yes
CUST0316,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,One year,No,Credit card,105.49,417.18,No
CUST0317,Male,0,No,Yes,51,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,45.27,2316.13,No
CUST0318,Male,0,No,No,53,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer,52.72,2797.04,No
CUST0319,Male,0,Yes,No,32,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,73.71,2349.13,Yes
CUST0320,Female,0,No,Yes,49,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,41.16,2021.33,No
CUST0321,Female,0,No,Yes,37,No,No phone service,DSL,No internet service,No,Yes,Yes,No,No,One year,No,Bank transfer,101.12,3732.15,No
CUST0322,Male,0,No,Yes,26,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,97.36,2541.31,Yes
CUST0323,Female,0,Yes,No,14,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,34.53,490.87,No
CUST0324,Female,0,No,No,60,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,66.38,3978.75,No
CUST0325,Female,0,Yes,No,20,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,Two year,No,Bank transfer,97.48,1944.75,No
CUST0326,Female,1,No,Yes,45,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer,53.73,2415.48,Yes
CUST0327,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Two year,Yes,Mailed check,83.31,5662.2,No
CUST0328,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Two year,No,Electronic check,25.02,122.55,Yes
CUST0329,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,No,Credit card,80.87,2988.56,Yes
CUST0330,Female,0,No,No,61,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,35.27,2153.89,Yes
CUST0331,Male,0,Yes,Yes,61,No,No phone service,DSL,No internet service,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,103.06,6279.95,No
CUST0332,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,55.54,2506.22,No
CUST0333,Female,0,No,Yes,12,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,One year,No,Mailed check,48.16,584.17,Yes
CUST0334,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,One year,Yes,Mailed check,104.09,207.71,No
CUST0335,Female,0,Yes,No,5,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer,25.01,132.1,No
CUST0336,Female,0,Yes,Yes,7,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,59.66,412.56,No
CUST0337,Male,1,No,No,43,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer,57.0,2441.35,No
CUST0338,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,48.48,1553.74,No
CUST0339,Female,0,No,No,49,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,Yes,Mailed check,111.18,5446.98,Yes
CUST0340,Female,0,Yes,Yes,10,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,95.09,952.24,No
CUST0341,Male,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Credit card,26.39,720.52,No
CUST0342,Female,0,No,No,69,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card,91.47,6320.83,No
CUST0343,Male,0,No,No,40,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Two year,Yes,Mailed check,72.73,2911.89,No
CUST0344,Female,1,No,Yes,15,No,No phone service,No,No,No internet service,No,No internet service,No,No,One year,Yes,Credit card,110.09,1656.63,No
CUST0345,Male,0,No,Yes,67,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Bank transfer,51.29,3428.11,No
CUST0346,Male,0,No,No,47,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,No,Electronic check,77.42,3631.95,No
CUST0347,Male,0,No,Yes,55,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,70.08,3859.06,Yes
